SalesOrderDetailID;OrderDate;ProductID;CustomerID;OrderQty
121;05-07-2013;755;1185;2
122;05-07-2013;764;1185;2
123;05-07-2013;716;1185;1
124;05-07-2013;711;1185;1
125;05-07-2013;708;1185;1
126;05-07-2013;709;1881;6
127;05-07-2013;776;1881;2
128;05-07-2013;774;1881;1
129;05-07-2013;754;1085;1
130;05-07-2013;715;1085;3
131;05-07-2013;729;1085;1
132;05-07-2013;761;1085;2
133;05-07-2013;762;1085;1
134;05-07-2013;738;1085;2
135;05-07-2013;770;1085;2
136;05-07-2013;712;1085;1
137;05-07-2013;708;1085;2
138;05-07-2013;711;1085;1
139;05-07-2013;707;1085;4
140;05-07-2013;758;551;3
141;05-07-2013;761;1049;4
142;05-07-2013;711;1049;5
143;05-07-2013;738;1049;2
144;05-07-2013;708;1049;1
145;05-07-2013;762;1049;2
146;05-07-2013;758;1049;2
147;05-07-2013;712;1049;2
148;05-07-2013;754;1049;1
149;05-07-2013;715;1049;3
150;05-07-2013;776;1017;2
151;05-07-2013;778;1017;2
152;05-07-2013;710;1017;1
153;05-07-2013;775;1017;3
154;05-07-2013;709;1017;4
155;05-07-2013;715;1043;3
156;05-07-2013;753;1043;1
157;05-07-2013;758;1043;1
158;05-07-2013;770;1043;1
159;05-07-2013;708;1043;2
160;05-07-2013;760;1043;4
161;05-07-2013;765;1043;2
162;05-07-2013;763;1043;1
163;05-07-2013;712;1043;5
164;05-07-2013;707;1043;1
165;05-07-2013;754;1043;1
166;05-07-2013;729;1043;2
167;05-07-2013;760;1183;1
168;05-07-2013;738;1183;2
169;05-07-2013;765;1183;1
170;05-07-2013;732;1183;2
171;05-07-2013;762;1183;3
172;05-07-2013;761;1183;2
173;05-07-2013;712;1183;3
174;05-07-2013;708;1183;4
175;05-07-2013;729;1183;2
176;05-07-2013;756;1183;1
177;05-07-2013;725;1183;2
178;05-07-2013;716;1183;1
179;05-07-2013;770;1183;1
180;05-07-2013;758;1183;2
181;05-07-2013;715;1183;2
182;05-07-2013;754;1183;1
183;05-07-2013;755;1183;1
184;05-07-2013;711;1183;3
185;05-07-2013;707;1183;1
186;05-07-2013;760;907;1
187;05-07-2013;770;907;2
188;05-07-2013;715;907;2
189;05-07-2013;760;301;3
190;05-07-2013;756;301;2
191;05-07-2013;738;301;2
192;05-07-2013;707;301;4
193;05-07-2013;729;301;1
194;05-07-2013;711;301;1
195;05-07-2013;715;301;2
196;05-07-2013;725;301;2
197;05-07-2013;758;301;1
198;05-07-2013;761;301;1
199;05-07-2013;753;301;2
200;05-07-2013;708;301;2
201;05-07-2013;765;301;3
202;05-07-2013;712;301;3
203;05-07-2013;763;301;1
204;05-07-2013;715;697;6
205;05-07-2013;762;697;5
206;05-07-2013;732;697;1
207;05-07-2013;707;697;1
208;05-07-2013;729;697;1
209;05-07-2013;708;697;2
210;05-07-2013;770;697;3
211;05-07-2013;730;697;2
212;05-07-2013;758;697;3
213;05-07-2013;768;697;1
214;05-07-2013;761;697;2
215;05-07-2013;738;697;2
216;05-07-2013;753;697;1
217;05-07-2013;714;697;2
218;05-07-2013;764;697;2
219;05-07-2013;760;697;2
220;05-07-2013;756;697;1
221;05-07-2013;716;697;2
222;05-07-2013;711;697;2
223;05-07-2013;725;697;1
224;05-07-2013;712;697;2
225;05-07-2013;758;903;2
226;05-07-2013;762;903;1
227;05-07-2013;760;903;2
228;05-07-2013;770;903;2
229;05-07-2013;715;903;1
230;05-07-2013;776;317;2
231;05-07-2013;715;317;2
232;05-07-2013;773;317;2
233;05-07-2013;774;317;1
234;05-07-2013;708;317;1
235;05-07-2013;711;317;2
236;05-07-2013;712;317;3
237;05-07-2013;775;317;4
238;05-07-2013;777;317;6
239;05-07-2013;772;317;1
240;05-07-2013;707;317;3
241;05-07-2013;778;317;5
242;05-07-2013;709;317;6
243;05-07-2013;754;1239;2
244;05-07-2013;762;1239;2
245;05-07-2013;760;1239;1
246;05-07-2013;758;1239;2
247;05-07-2013;770;1239;1
248;05-07-2013;763;1239;1
249;05-07-2013;765;1917;3
250;05-07-2013;763;1917;1
251;05-07-2013;754;1917;1
252;05-07-2013;725;1917;1
253;05-07-2013;758;573;3
254;05-07-2013;762;573;1
255;05-07-2013;770;573;1
256;05-07-2013;768;583;1
257;05-07-2013;765;583;2
258;05-07-2013;725;819;1
259;05-07-2013;760;819;2
260;05-07-2013;762;819;3
261;05-07-2013;738;819;1
262;05-07-2013;763;819;1
263;05-07-2013;729;819;2
264;05-07-2013;754;819;2
265;05-07-2013;758;819;2
266;05-07-2013;765;819;3
267;05-07-2013;770;819;1
268;05-07-2013;753;819;2
269;05-07-2013;764;661;3
270;05-07-2013;738;661;2
271;05-07-2013;725;661;2
272;05-07-2013;753;661;1
273;05-07-2013;755;661;2
274;05-07-2013;766;661;4
275;05-07-2013;770;661;2
276;05-07-2013;760;661;7
277;05-07-2013;726;661;3
278;05-07-2013;722;661;1
279;05-07-2013;763;661;6
280;05-07-2013;729;661;2
281;05-07-2013;730;661;2
282;05-07-2013;732;661;2
283;05-07-2013;765;661;5
284;05-07-2013;768;661;2
285;05-07-2013;761;661;2
286;05-07-2013;758;661;3
287;05-07-2013;749;661;2
288;05-07-2013;762;661;9
289;05-07-2013;754;661;4
290;05-07-2013;715;391;1
291;05-07-2013;770;391;1
292;05-07-2013;712;391;2
293;05-07-2013;760;391;2
294;05-07-2013;758;495;1
295;05-07-2013;770;1413;5
296;05-07-2013;725;1413;1
297;05-07-2013;754;1413;8
298;05-07-2013;730;1413;2
299;05-07-2013;715;1413;10
300;05-07-2013;768;1413;1
301;05-07-2013;756;1413;4
302;05-07-2013;738;1413;2
303;05-07-2013;758;1413;8
304;05-07-2013;708;1413;3
305;05-07-2013;762;1413;6
306;05-07-2013;732;1413;3
307;05-07-2013;712;1413;6
308;05-07-2013;714;1413;4
309;05-07-2013;760;1413;7
310;05-07-2013;755;1413;2
311;05-07-2013;716;1413;4
312;05-07-2013;765;1413;2
313;05-07-2013;764;1413;1
314;05-07-2013;753;1413;2
315;05-07-2013;766;1413;1
316;05-07-2013;722;1413;1
317;05-07-2013;761;1413;3
318;05-07-2013;711;1413;3
319;05-07-2013;763;1413;1
320;05-07-2013;729;1413;2
321;05-07-2013;707;1413;4
322;05-07-2013;726;1413;2
323;05-07-2013;716;305;3
324;05-07-2013;773;305;1
325;05-07-2013;709;305;6
326;05-07-2013;707;305;2
327;05-07-2013;771;305;3
328;05-07-2013;708;305;2
329;05-07-2013;774;305;1
330;05-07-2013;777;305;3
331;05-07-2013;772;305;1
332;05-07-2013;778;305;1
333;05-07-2013;776;439;3
334;05-07-2013;771;439;3
335;05-07-2013;715;439;2
336;05-07-2013;772;439;1
337;05-07-2013;716;439;3
338;05-07-2013;707;439;1
339;05-07-2013;708;439;1
340;05-07-2013;774;439;1
341;05-07-2013;773;439;2
342;05-07-2013;712;439;1
343;05-07-2013;711;439;5
344;05-07-2013;774;1337;2
345;05-07-2013;748;1337;2
346;05-07-2013;747;1337;1
347;05-07-2013;742;1337;1
348;05-07-2013;777;1337;5
349;05-07-2013;778;1337;6
350;05-07-2013;709;1337;2
351;05-07-2013;775;1337;5
352;05-07-2013;762;1095;1
499;07-01-2011;774;1331;2
500;07-01-2011;778;1331;2
501;07-01-2011;742;1331;2
502;07-01-2011;777;1331;5
503;07-01-2011;748;1331;2
504;07-01-2011;741;1331;1
505;07-01-2011;745;1331;1
506;07-01-2011;771;1331;2
507;07-01-2011;709;1331;2
508;07-01-2011;776;1331;3
509;07-01-2011;775;607;4
510;07-01-2011;776;607;2
511;07-01-2011;777;607;3
512;07-01-2011;778;607;1
513;07-01-2011;725;1181;1
514;07-01-2011;715;1181;3
515;07-01-2011;770;1181;1
516;07-01-2011;763;1181;2
517;07-01-2011;761;1181;2
518;07-01-2011;754;1181;1
519;07-01-2011;765;1181;2
520;07-01-2011;753;1181;2
521;07-01-2011;729;1181;1
522;07-01-2011;712;1181;4
523;07-01-2011;729;437;3
524;07-01-2011;712;437;1
525;07-01-2011;738;437;1
526;07-01-2011;725;437;1
527;07-01-2011;715;411;1
528;07-01-2011;712;411;1
529;07-01-2011;758;411;1
530;07-01-2011;773;817;1
531;07-01-2011;778;817;1
532;07-01-2011;775;817;1
533;07-01-2011;776;817;4
534;07-01-2011;771;817;2
535;07-01-2011;776;1031;2
536;07-01-2011;714;1031;1
537;07-01-2011;777;1031;2
538;07-01-2011;771;1031;2
539;07-01-2011;711;1031;1
540;07-01-2011;773;1031;1
541;07-01-2011;715;1031;4
542;07-01-2011;772;1031;1
543;07-01-2011;707;1031;1
544;07-01-2011;774;1031;2
545;07-01-2011;708;1031;1
546;07-01-2011;765;1191;1
547;07-01-2011;755;1191;1
548;07-01-2011;761;1191;1
549;07-01-2011;762;1191;2
550;07-01-2011;753;1191;1
551;07-01-2011;725;1191;3
552;07-01-2011;729;1191;1
553;07-01-2011;758;1191;3
554;07-01-2011;756;1191;1
555;07-01-2011;732;1191;3
556;07-01-2011;738;1191;1
557;07-01-2011;761;343;2
558;07-01-2011;760;343;1
559;07-01-2011;711;343;1
560;07-01-2011;770;343;3
561;07-01-2011;707;343;1
562;07-01-2011;725;343;1
563;07-01-2011;754;343;1
564;07-01-2011;738;343;3
565;07-01-2011;753;343;1
566;07-01-2011;765;343;1
567;07-01-2011;712;343;1
568;07-01-2011;708;343;3
569;07-01-2011;776;1111;1
570;07-01-2011;777;1021;2
571;07-01-2011;773;1021;1
572;07-01-2011;771;1021;1
573;07-01-2011;776;1021;4
574;07-01-2011;775;1021;2
575;07-01-2011;778;1021;3
576;07-01-2011;758;1405;2
577;07-01-2011;765;1311;2
578;07-01-2011;760;1311;2
579;07-01-2011;753;1311;1
580;07-01-2011;761;1311;4
581;07-01-2011;738;1311;1
582;07-01-2011;762;1311;3
583;07-01-2011;732;1311;2
584;07-01-2011;766;1311;1
585;07-01-2011;726;1311;1
586;07-01-2011;770;1311;2
587;07-01-2011;725;1311;1
588;07-01-2011;755;1311;1
589;07-01-2011;768;1311;2
590;07-01-2011;709;737;2
591;07-01-2011;777;737;1
592;07-01-2011;760;1895;1
593;07-01-2011;765;1895;1
594;07-01-2011;762;1895;2
595;07-01-2011;758;1895;3
596;07-01-2011;715;1895;1
597;07-01-2011;712;1895;3
598;07-01-2011;716;1895;1
599;07-01-2011;725;1895;1
600;07-01-2011;711;1895;2
601;07-01-2011;708;1895;1
602;07-01-2011;738;1895;2
603;07-01-2011;763;1895;1
604;07-01-2011;754;1895;2
605;07-01-2011;707;1895;2
606;07-01-2011;762;1343;2
607;07-01-2011;761;1343;2
608;07-01-2011;770;1343;5
609;07-01-2011;765;1343;1
610;07-01-2011;738;1343;2
611;07-01-2011;763;1343;3
612;07-01-2011;754;1343;2
613;07-01-2011;722;1343;1
614;07-01-2011;753;1343;2
615;07-01-2011;726;1343;1
616;07-01-2011;766;1343;1
617;07-01-2011;729;1343;1
618;07-01-2011;756;1343;1
619;07-01-2011;715;1133;1
620;07-01-2011;762;1133;1
621;07-01-2011;758;1133;3
622;07-01-2011;760;1133;2
623;07-01-2011;761;933;2
624;07-01-2011;770;933;1
625;07-01-2011;758;933;2
626;07-01-2011;765;933;2
627;07-01-2011;732;933;1
628;07-01-2011;762;933;1
629;07-01-2011;738;933;1
630;07-01-2011;768;933;1
631;07-01-2011;753;933;2
632;07-01-2011;729;933;1
633;07-01-2011;763;933;1
634;07-01-2011;756;933;1
635;07-01-2011;732;883;1
636;07-01-2011;764;883;3
637;07-01-2011;770;883;5
638;07-01-2011;768;883;2
639;07-01-2011;725;883;1
640;07-01-2011;715;883;9
641;07-01-2011;765;883;4
642;07-01-2011;753;883;1
643;07-01-2011;733;883;2
644;07-01-2011;730;883;2
645;07-01-2011;766;883;2
646;07-01-2011;711;883;4
647;07-01-2011;754;883;3
648;07-01-2011;756;883;2
649;07-01-2011;729;883;2
650;07-01-2011;760;883;4
651;07-01-2011;755;883;2
652;07-01-2011;716;883;6
653;07-01-2011;763;883;2
654;07-01-2011;758;883;2
655;07-01-2011;712;883;9
656;07-01-2011;761;883;2
657;07-01-2011;707;883;4
658;07-01-2011;738;883;1
659;07-01-2011;714;883;3
660;07-01-2011;722;883;2
661;07-01-2011;708;883;3
662;07-01-2011;771;1309;4
663;07-01-2011;741;1309;1
664;07-01-2011;777;1309;3
665;07-01-2011;773;1309;4
666;07-01-2011;747;1309;2
667;07-01-2011;748;1309;2
668;07-01-2011;774;1309;2
669;07-01-2011;745;1309;1
670;07-01-2011;709;1309;4
671;07-01-2011;758;913;1
672;07-01-2011;712;913;1
673;07-01-2011;760;913;1
674;07-01-2011;762;913;1
675;07-01-2011;772;1859;5
676;07-01-2011;747;1859;1
677;07-01-2011;741;1859;2
678;07-01-2011;778;1859;2
679;07-01-2011;776;1859;4
680;07-01-2011;748;1859;1
681;07-01-2011;771;1859;2
682;07-01-2011;773;1859;4
683;07-01-2011;745;1859;1
684;07-01-2011;758;1991;1
685;07-01-2011;770;1991;2
686;07-01-2011;753;1991;1
687;07-01-2011;760;1991;4
688;07-01-2011;725;1991;1
689;07-01-2011;729;1991;4
690;07-01-2011;762;1991;1
691;07-01-2011;763;1991;2
692;07-01-2011;715;1991;5
693;07-01-2011;738;1991;1
694;07-01-2011;712;1991;3
695;07-01-2011;765;1991;3
696;07-01-2011;761;1991;3
697;07-01-2011;754;1991;3
698;07-01-2011;771;497;1
699;07-01-2011;777;497;1
700;07-01-2011;709;497;2
701;07-01-2011;708;521;1
702;07-01-2011;774;521;1
703;07-01-2011;776;521;2
704;07-01-2011;715;521;2
705;07-01-2011;773;521;2
706;07-01-2011;709;521;2
707;07-01-2011;714;521;3
708;07-01-2011;771;521;4
709;07-01-2011;711;521;2
710;07-01-2011;707;521;1
711;07-01-2011;778;521;2
712;07-01-2011;712;521;4
713;07-01-2011;743;521;2
714;07-01-2011;748;521;1
715;07-01-2011;742;521;3
716;07-01-2011;741;521;2
717;07-01-2011;777;521;2
718;07-01-2011;716;521;1
719;07-01-2011;749;1827;1
720;07-01-2011;747;1969;1
721;07-01-2011;775;1969;5
722;07-01-2011;777;1969;2
723;07-01-2011;745;1969;2
724;07-01-2011;771;1969;5
725;07-01-2011;772;1969;4
726;07-01-2011;743;1969;1
727;07-01-2011;774;1969;1
728;07-01-2011;778;1969;5
729;07-01-2011;742;1969;2
730;07-01-2011;760;727;3
731;07-01-2011;762;727;2
732;07-01-2011;715;727;3
733;07-01-2011;770;727;3
734;07-01-2011;758;727;1
735;07-01-2011;712;1899;1
736;07-01-2011;761;1899;1
737;07-01-2011;729;1899;2
738;07-01-2011;707;1899;2
739;07-01-2011;758;1899;1
740;07-01-2011;725;1899;1
741;07-01-2011;762;1899;1
742;07-01-2011;715;1899;2
743;07-01-2011;754;1899;3
744;07-01-2011;753;1899;1
745;07-01-2011;708;1899;4
746;07-01-2011;760;1899;2
747;07-01-2011;770;1899;3
748;07-01-2011;711;1899;4
749;07-01-2011;763;1955;1
750;07-01-2011;708;1955;1
751;07-01-2011;758;1955;3
752;07-01-2011;756;1955;2
753;07-01-2011;765;1955;1
754;07-01-2011;711;1955;2
755;07-01-2011;707;1955;4
756;07-01-2011;725;1955;2
757;07-01-2011;732;1955;1
758;07-01-2011;738;1955;1
759;07-01-2011;753;1955;1
760;07-01-2011;754;1955;2
761;07-01-2011;755;1955;1
762;07-01-2011;716;1955;4
763;07-01-2011;760;1955;1
764;07-01-2011;712;1955;4
765;07-01-2011;770;789;6
766;07-01-2011;764;789;2
767;07-01-2011;749;789;2
768;07-01-2011;726;789;5
769;07-01-2011;729;789;5
770;07-01-2011;755;789;1
771;07-01-2011;738;789;1
772;07-01-2011;766;789;3
773;07-01-2011;722;789;3
774;07-01-2011;758;789;5
775;07-01-2011;760;789;5
776;07-01-2011;733;789;3
777;07-01-2011;768;789;2
778;07-01-2011;756;789;1
779;07-01-2011;707;789;5
780;07-01-2011;765;789;1
781;07-01-2011;711;789;2
782;07-01-2011;754;789;6
783;07-01-2011;730;789;3
784;07-01-2011;761;789;6
785;07-01-2011;763;789;5
786;07-01-2011;716;789;1
787;07-01-2011;715;789;5
788;07-01-2011;714;789;1
789;07-01-2011;762;789;4
790;07-01-2011;725;789;2
791;07-01-2011;753;789;2
792;07-01-2011;732;789;6
793;07-01-2011;763;493;1
794;07-01-2011;778;615;6
795;07-01-2011;747;615;2
796;07-01-2011;741;615;1
797;07-01-2011;709;615;2
798;07-01-2011;715;615;2
799;07-01-2011;774;615;7
800;07-01-2011;771;615;6
801;07-01-2011;707;615;2
802;07-01-2011;748;615;5
804;07-01-2011;745;615;1
806;07-01-2011;772;615;2
807;07-01-2011;776;615;8
808;07-01-2011;743;615;2
809;07-01-2011;712;615;2
810;07-01-2011;777;615;2
811;07-01-2011;716;615;3
812;07-01-2011;708;615;5
813;07-01-2011;742;615;3
814;07-01-2011;714;615;2
815;07-01-2011;762;1935;2
816;07-01-2011;758;1935;1
817;07-01-2011;763;1935;3
818;07-01-2011;754;1935;2
819;07-01-2011;725;1935;2
820;07-01-2011;761;1935;2
821;07-01-2011;770;1935;2
822;07-01-2011;729;1935;2
823;07-01-2011;715;1269;4
824;07-01-2011;708;1269;2
825;07-01-2011;709;1269;5
826;07-01-2011;771;1269;3
827;07-01-2011;775;1269;2
828;07-01-2011;774;1269;4
829;07-01-2011;778;1269;1
830;07-01-2011;716;1269;1
831;07-01-2011;711;1269;1
832;07-01-2011;707;1269;2
833;07-01-2011;772;703;1
834;07-01-2011;771;703;1
835;07-01-2011;762;345;3
836;07-01-2011;763;345;2
837;07-01-2011;760;345;3
838;07-01-2011;764;345;2
839;07-01-2011;715;345;2
840;07-01-2011;725;345;4
841;07-01-2011;714;345;4
842;07-01-2011;770;345;4
843;07-01-2011;730;345;3
844;07-01-2011;754;345;2
845;07-01-2011;726;345;2
846;07-01-2011;716;345;1
847;07-01-2011;766;345;2
848;07-01-2011;765;345;3
849;07-01-2011;729;345;3
850;07-01-2011;768;345;1
851;07-01-2011;708;345;5
852;07-01-2011;758;345;3
853;07-01-2011;756;345;1
854;07-01-2011;738;345;3
855;07-01-2011;755;345;2
856;07-01-2011;707;345;4
857;07-01-2011;711;345;5
858;07-01-2011;722;345;5
859;07-01-2011;753;345;1
861;07-01-2011;760;969;3
862;07-01-2011;755;969;2
863;07-01-2011;762;969;3
864;07-01-2011;770;969;3
865;07-01-2011;766;969;1
866;07-01-2011;738;969;1
867;07-01-2011;732;969;1
868;07-01-2011;753;969;2
869;07-01-2011;756;969;2
870;07-01-2011;725;969;2
871;07-01-2011;758;969;2
872;07-01-2011;764;969;1
873;07-01-2011;768;969;1
874;07-01-2011;776;1979;2
875;07-01-2011;778;1979;2
876;07-01-2011;772;1979;5
877;07-01-2011;774;1979;3
878;07-01-2011;777;1979;3
879;07-01-2011;714;1979;2
880;07-01-2011;773;1979;4
882;07-01-2011;778;465;1
883;07-01-2011;726;831;2
884;07-01-2011;732;831;1
885;07-01-2011;763;831;2
886;07-01-2011;768;831;1
887;07-01-2011;770;831;2
888;07-01-2011;712;831;2
889;07-01-2011;760;831;2
890;07-01-2011;722;831;1
891;07-01-2011;725;831;1
892;07-01-2011;738;831;3
893;07-01-2011;749;831;1
894;07-01-2011;762;831;3
895;07-01-2011;758;831;3
896;07-01-2011;754;831;2
897;07-01-2011;761;831;2
898;07-01-2011;753;831;2
899;07-01-2011;765;831;2
900;07-01-2011;747;1125;3
901;07-01-2011;708;1125;4
902;07-01-2011;745;1125;3
903;07-01-2011;715;1125;10
904;07-01-2011;777;1125;10
905;07-01-2011;776;1125;5
906;07-01-2011;773;1125;5
907;07-01-2011;741;1125;3
908;07-01-2011;711;1125;5
909;07-01-2011;778;1125;4
910;07-01-2011;716;1125;6
911;07-01-2011;748;1125;1
912;07-01-2011;771;1125;8
913;07-01-2011;712;1125;8
914;07-01-2011;775;1125;2
915;07-01-2011;743;1125;3
917;07-01-2011;707;1125;4
918;07-01-2011;774;1125;4
919;07-01-2011;709;1125;4
920;07-01-2011;742;1125;1
921;07-01-2011;714;1125;1
922;07-01-2011;710;899;4
923;07-01-2011;709;899;8
924;07-01-2011;754;779;2
925;07-01-2011;763;779;1
926;07-01-2011;726;779;2
927;07-01-2011;768;779;1
928;07-01-2011;756;779;2
929;07-01-2011;711;779;3
930;07-01-2011;712;779;6
931;07-01-2011;708;779;1
932;07-01-2011;758;779;2
933;07-01-2011;770;779;2
934;07-01-2011;760;779;5
935;07-01-2011;733;779;1
936;07-01-2011;716;779;1
937;07-01-2011;730;779;1
938;07-01-2011;755;779;1
939;07-01-2011;722;779;1
940;07-01-2011;714;779;5
941;07-01-2011;766;779;1
942;07-01-2011;762;779;3
943;07-01-2011;753;779;2
944;07-01-2011;715;779;4
945;07-01-2011;765;309;1
946;07-01-2011;764;979;1
947;07-01-2011;755;979;1
948;07-01-2011;738;979;2
949;07-01-2011;725;979;1
950;07-01-2011;768;979;1
951;07-01-2011;760;979;2
952;07-01-2011;753;979;1
953;07-01-2011;756;979;2
954;07-01-2011;754;979;5
955;07-01-2011;770;979;2
956;07-01-2011;730;979;2
957;07-01-2011;763;979;2
958;07-01-2011;765;979;2
959;07-01-2011;726;979;1
960;07-01-2011;778;1055;1
961;07-01-2011;716;1055;2
962;07-01-2011;771;355;5
963;07-01-2011;777;355;2
964;07-01-2011;773;355;7
965;07-01-2011;774;355;2
966;07-01-2011;742;355;3
967;07-01-2011;772;355;5
968;07-01-2011;776;355;2
969;07-01-2011;748;355;1
970;07-01-2011;747;355;1
971;07-01-2011;775;355;8
972;07-01-2011;709;355;4
973;07-01-2011;778;355;3
974;07-01-2011;745;355;3
975;07-01-2011;775;1009;2
976;07-01-2011;710;1009;2
977;07-01-2011;778;1009;1
978;07-01-2011;773;1009;3
979;07-01-2011;771;1009;3
980;07-01-2011;709;1009;4
981;07-01-2011;776;1009;2
982;07-01-2011;772;1009;3
983;07-01-2011;777;1009;2
984;07-01-2011;762;815;2
985;07-01-2011;715;815;3
986;07-01-2011;753;815;2
987;07-01-2011;712;815;3
988;07-01-2011;763;815;2
989;07-01-2011;760;815;5
990;07-01-2011;729;815;1
991;07-01-2011;711;815;2
992;07-01-2011;754;815;2
993;07-01-2011;770;815;3
994;07-01-2011;761;815;4
995;07-01-2011;758;815;3
996;07-01-2011;765;815;2
997;07-01-2011;770;1223;1
998;07-01-2011;710;1437;3
999;07-01-2011;777;1437;2
1000;07-01-2011;775;1437;3
1001;07-01-2011;776;1437;4
1002;07-01-2011;709;1437;8
1003;07-01-2011;778;1437;5
1004;07-01-2011;771;1437;2
1005;07-01-2011;712;869;6
1006;07-01-2011;711;869;2
1007;07-01-2011;748;869;2
1008;07-01-2011;714;869;2
1009;07-01-2011;716;869;4
1010;07-01-2011;747;869;1
1011;07-01-2011;743;869;1
1012;07-01-2011;771;869;2
1013;07-01-2011;778;869;4
1014;07-01-2011;745;869;1
1015;07-01-2011;775;869;2
1016;07-01-2011;772;869;2
1017;07-01-2011;776;869;4
1018;07-01-2011;707;869;3
1019;07-01-2011;708;869;3
1020;07-01-2011;758;1135;1
1021;07-01-2011;770;1135;1
1022;07-01-2011;760;1135;3
1023;07-01-2011;762;1135;4
1024;07-01-2011;715;1135;4
1025;07-01-2011;716;369;2
1026;07-01-2011;772;369;5
1027;07-01-2011;778;369;2
1028;07-01-2011;777;369;4
1029;07-01-2011;775;369;2
1030;07-01-2011;709;369;10
1031;07-01-2011;715;369;2
1032;07-01-2011;707;369;4
1033;07-01-2011;771;369;6
1034;07-01-2011;776;369;5
1035;07-01-2011;708;369;4
1036;07-01-2011;711;369;4
1037;07-01-2011;774;369;1
1038;07-01-2011;712;369;3
1040;07-01-2011;768;793;3
1041;07-01-2011;755;793;4
1042;07-01-2011;716;793;2
1043;07-01-2011;712;793;7
1044;07-01-2011;754;793;1
1045;07-01-2011;707;793;5
1046;07-01-2011;725;793;2
1047;07-01-2011;711;793;6
1048;07-01-2011;753;793;3
1049;07-01-2011;708;793;8
1050;07-01-2011;760;793;3
